k,QQ,x_b,t,phi_x,F,sigmaF,ReH,ReE,ReHt,dvcs
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,0,0.12574158608913422,0.006287079304456711,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,10,0.12096041440963745,0.006048020720481873,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,20,0.10876168310642242,0.0054380841553211216,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,30,0.09355173259973526,0.004677586629986763,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,40,0.07884909957647324,0.003942454978823662,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,50,0.06627999246120453,0.0033139996230602264,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,60,0.05615643411874771,0.0028078217059373856,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,70,0.04821573942899704,0.0024107869714498522,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,80,0.042046114802360535,0.002102305740118027,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,90,0.037259817123413086,0.0018629908561706545,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,100,0.03354182094335556,0.001677091047167778,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,110,0.03065122291445732,0.001532561145722866,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,120,0.028408680111169815,0.0014204340055584909,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,130,0.026682447642087936,0.0013341223821043968,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,140,0.02537667751312256,0.001268833875656128,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,150,0.024422582238912582,0.0012211291119456292,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,160,0.02377215027809143,0.0011886075139045716,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,170,0.023393811658024788,0.0011696905829012394,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,180,0.02326963096857071,0.0011634815484285355,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,190,0.023393813520669937,0.001169690676033497,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,200,0.02377215214073658,0.0011886076070368292,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,210,0.02442258410155773,0.0012211292050778866,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,220,0.02537667378783226,0.001268833689391613,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,230,0.026682447642087936,0.0013341223821043968,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,240,0.028408680111169815,0.0014204340055584909,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,250,0.030651211738586426,0.0015325605869293214,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,260,0.03354182094335556,0.001677091047167778,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,270,0.037259817123413086,0.0018629908561706545,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,280,0.04204612225294113,0.0021023061126470566,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,290,0.048215724527835846,0.0024107862263917923,-2.6979661495034417,-0.31,-0.24584369275720508,0.01683781789683686
